PRID,PRTITLE,PRREASON,PRTYPE,CONFIDENCE
3112723101,Rename WithBrowserPort to WithHostPort for consistency with other hosting packages,The PR primarily renames a method and updates related documentation and tests to maintain naming consistency across the codebase. It does not introduce new features or fix bugs but refactors existing code for clarity and consistency.,refactor,9
3112770705,Add VB.NET test coverage and code fix support for MSTest analyzers,"The PR adds new VB.NET test coverage and code fix support for MSTest analyzers, which introduces new features and enhancements to the existing analyzers. It is not fixing a bug, but rather extending functionality and adding new test infrastructure and documentation, which aligns with a 'feat' type commit.",feat,9
3112462308,Upgrade to the new CreateApplicationBuilder .NET Generic Host,"The PR updates the codebase to use a new API pattern without changing functionality, which is a refactor to improve code quality and maintainability without adding features or fixing bugs.",refactor,9
3136595893,[Integration][SonarQube] Add ALM settings support,"The PR introduces new functionality to support ALM settings in the SonarQube integration, including new API client methods, resource configurations, and synchronization handlers, which clearly constitutes a new feature addition.",feat,10
3137086624,Update .NET SDK to 9.0.301,"The PR updates the .NET SDK version used in the build configuration, which is a change to the build system or external dependencies, not a feature or bug fix in the code itself.",build,9
3136956439,Deprecate Blobstream contract implementation in README,"The PR only modifies the README file to add a deprecation notice and guidance, which is purely documentation change without affecting code functionality.",docs,10
3136929075,Upgrade TypeSpec and azure-tools dependencies to latest versions,"The PR updates dependencies to their latest versions, which is a change to the build system and external dependencies, fitting the 'build' category.",build,9
3137058094,[WIP] Consider replacing the SharpYaml dependency by YamlDotNet,"The PR is focused on replacing a dependency and updating code accordingly, which is a code change that neither fixes a bug nor adds a new feature. It is a refactor to improve maintainability and dependency management.",refactor,9
3111615433,[WIP] Docker Build Timeout Issue For Untrusted Workload,"The PR addresses a timeout issue in the Docker build process, which is a bug fix to ensure the build completes successfully within the expected time.",fix,9
3137146172,Add auto issue labeller and dedup GitHub Actions workflows,"The PR introduces new GitHub Actions workflows that add automated features for issue labelling and deduplication, which are new functionalities enhancing the repository's capabilities.",feat,9
3137251362,Upgrade TypeSpec and Azure-tools dependencies to latest versions,"The PR updates dependencies to their latest versions and includes test fixes to accommodate changes in client constructor usage. This is primarily a maintenance task involving dependency upgrades and minor test adjustments, which fits best under 'chore'.",chore,9
3276895608,Add guidance to use @strict: true by default in new compiler tests,"The change updates documentation and instructions for contributors regarding test writing practices, without modifying code functionality or adding features.",docs,9
3111618330,Add uninstall-docker-ce.ps1 script to provide Docker CE removal functionality,"The PR introduces a new PowerShell script to provide uninstall functionality for Docker CE, which is a new feature addition to the project. It also includes documentation updates related to this new feature.",feat,9
3111619337,Add Docker update functionality with configuration preservation to install-docker-ce.ps1,"The PR introduces a new feature that automates the Docker update process with configuration preservation, adding a new '-Update' switch and related functionality to the install script.",feat,9
3276814523,Add Diversion 5.0 dnsmasq configuration syntax support,"The PR introduces new features by adding support for new dnsmasq configuration syntax types and updating software integration accordingly, which is a clear addition of functionality.",feat,9
3111637041,Update CS0460 documentation to include C# 8/9 constraint exceptions,"The changes described are updates to the documentation to reflect new language features and exceptions related to the CS0460 compiler error. There is no code change or bug fix, only documentation updates.",docs,10
3276925730,Configure Dependabot to automatically update Aspire SDK versions,"The PR introduces a new feature that enables Dependabot to automatically update Aspire SDK versions by centralizing version management, enhancing Dependabot configuration, and adding automated verification workflows. This adds new functionality to the dependency update process rather than fixing a bug or making a minor change.",feat,9
3276981682,Remove length restriction and add conditional buffer allocation for Version JSON deserialization,"The PR introduces a new feature by enhancing the Version JSON deserialization to support longer version strings with internal whitespace and conditional buffer allocation, improving functionality without fixing a bug or just refactoring.",feat,9
3241810861,(extension) auto save danmaku style settings [CU-86aab3m59],"The PR introduces a new feature: automatic saving of danmaku style settings with debouncing and visual feedback, improving user experience by removing manual save actions.",feat,10
3241888761,[python][msi] Convert readme.python.md to single-api package format,"The PR updates documentation files (readme.python.md) to change the package configuration format without modifying code functionality, which is a documentation change.",docs,9
3241953835,[containerregistry] Convert readme.python.md to single-API package format,"The PR simplifies the readme configuration from a complex multi-API setup to a single-API package format, which is a refactor of the documentation/configuration without adding new features or fixing bugs.",refactor,9
3241986884,Add .NET SDK availability check to Aspire CLI commands,"The PR introduces a new feature that checks for the .NET SDK availability before executing Aspire CLI commands, improving user experience and preventing errors in environments without the SDK. This is a clear addition of functionality rather than a bug fix or other change type.",feat,9
3241819936,nvme: Add Function Level Reset (FLR) support to NVMe emulator,"The PR introduces a new feature by adding Function Level Reset (FLR) support to the NVMe emulator, enabling new functionality for device reset in virtualized environments.",feat,9
3241946882,Convert applicationinsights readme.python.md to singleapi package format,"The PR updates the README configuration file format from multi-api to single-api package format, which is a documentation and configuration change rather than a code feature or bug fix.",docs,9
3139557391,Upgrade TypeSpec and Azure-tools dependencies to latest versions,"The PR primarily upgrades dependencies and fixes tests to maintain compatibility with the new versions, which is a maintenance task rather than a new feature or bug fix. This fits best under 'chore' as it involves updating the build environment and auxiliary tools without changing functionality.",chore,9
3139661974,Add missing registerInlineCompletionItemProvider API to Programmatic Language Features documentation,"The PR updates the documentation to include a missing API and provides detailed usage examples, which is a documentation enhancement without code changes or bug fixes.",docs,10
3139720497,Rework JavaScript READMEs to match consistent style and format,"The PR updates README files to standardize style and format without changing functionality, which is a documentation-only change.",docs,10
3139788994,Add language-models tag for extensions with languageModels contribution,"The PR introduces a new feature that automatically tags extensions with the 'language-models' tag based on their contribution point, enhancing discoverability in the marketplace. This is a clear addition of functionality rather than a fix or other change type.",feat,9
3139866361,[WIP] Upgrade typespec and azure-tools relevant dependencies and regenerate integration cases after upgrading,"The PR upgrades dependencies and fixes a failing integration test caused by a change in the generated client constructor signature, which is a bug fix related to the upgrade process.",fix,9
3139579722,Add revoke functionality and confirmation dialogs for Airlock requests,"The PR introduces a new feature: the ability to revoke approved Airlock export requests and adds confirmation dialogs to prevent accidental approvals, which enhances the functionality of the system.",feat,10
3242008869,Add utility to trace creation of problematic IRInsts to assist LLM in debugging,"The PR introduces a new debugging utility feature that helps trace the creation of problematic IR instructions by printing stack traces when a specific environment variable is set. This adds new functionality to assist developers and LLMs in debugging, which classifies as a feature addition.",feat,9
3139980757,"[WIP] Support --typecheck-only for fsi run (just typecheck, no execution)","The PR introduces a new feature '--typecheck-only' for F# Interactive scripts, allowing type checking without execution. This is a clear addition of functionality, not a bug fix or other change type.",feat,10
3140054883,Optimize GitHub sync functionality by using lastSyncedState instead of remote pulls,"The PR introduces a new optimization feature for GitHub sync by using lastSyncedState to reduce unnecessary remote pulls and push only changed files, which is a new feature enhancing existing functionality.",feat,9
3140019527,Remove dependabot rules for v0.38.x-celestia branch,"The PR removes configuration rules related to dependabot for a specific branch, which is a change to the build system or external dependencies management setup, fitting the 'build' category.",build,9
3140025275,remove: Celestia bot from CI and dependent files,"The PR removes a feature (Celestia bot) from the CI workflows and dependent files, effectively deleting functionality rather than fixing a bug or adding new features. This is best classified as a 'refactor' since it changes the codebase structure without adding features or fixing bugs.",refactor,8
3140115475,[WIP] Upgrade typespec and azure-tools relevant dependencies and regenerate integration cases after upgrading,"The PR updates dependencies and regenerates integration cases without adding new features or fixing bugs. This is a maintenance task related to upgrading dependencies and ensuring compatibility, which fits best under 'chore'.",chore,9
3140273018,[WIP] Incorrect transformation of command line args with `\` symbol on unix,"The PR addresses an issue where command line arguments with the '\' symbol are incorrectly transformed on Unix, which is a bug fix for the command line argument parsing behavior.",fix,9
3140234037,Upgrade TypeSpec and Azure tools dependencies to latest versions,"The PR updates dependencies to newer versions without adding new features or fixing bugs, which is a typical chore related to maintenance and build process improvements.",chore,9
3140182984,Update dimension type format to support structured values,"The PR introduces support for a new structured format for dimension types while maintaining backward compatibility, effectively adding a new feature to the system without breaking existing functionality.",feat,9
3140230033,Update chat.agent.maxRequests recommendation from 50 to 100,"The PR updates the recommended configuration value and documentation to improve user experience and fix an issue related to frequent interruptions, as indicated by 'Fixes #19'. This is a bug fix since it addresses a problem with the previous recommendation causing interruptions.",fix,9
3140092580,[WIP] Upgrade typespec and azure-tools relevant dependencies and regenerate integration cases after upgrading,"The PR upgrades dependencies and regenerates integration tests, which is a new feature or enhancement to keep the project up to date and compatible with newer versions. It is not a bug fix or documentation change, but an improvement in dependencies and test regeneration.",feat,8
3149094556,Add support for Azure Dev Center resources,"The PR introduces new features by adding support for 8 new Azure Dev Center resources, including resource definitions, updated models, and documentation. This clearly aligns with the 'feat' type for a new feature addition.",feat,10
3140275028,Update accessibility.voice.speechTimeout from 1.2s to 10s for better speech input experience,"The change updates a configuration setting to fix an issue where the speech input timeout was too short, causing interruptions. It improves the user experience by preventing accidental submissions, which is a bug fix.",fix,9
3149104555,`@remotion/cli`: Implement `--disallow-parallel-encoding` option,"The PR introduces a new CLI flag and configuration option to control parallel encoding behavior, which is a new feature addition to the CLI and configuration system.",feat,9
3149019667,Implement Lambda Python SDK payload compression for large input props,"The PR introduces a new feature in the Lambda Python SDK to handle large input payloads by compressing and uploading them to S3, which is a new capability not previously available in the Python SDK, matching the JavaScript SDK's functionality.",feat,10
3156963474,Add support for volatile registry keys in `OpenOptions`,"The PR introduces a new feature by adding support for volatile registry keys in the OpenOptions API, which is a new capability not previously available.",feat,10
3149658861,🧾 Fix inherited properties documentation in MigrationTools.ConsoleDataGenerator,"The PR fixes an issue where inherited properties' XML documentation was not properly resolved, resulting in missing documentation entries. The changes enhance the documentation generation logic to correctly traverse inheritance hierarchies and retrieve the correct XML comments, effectively fixing the bug.",fix,9
3149355129,Add New FieldCalculationMap FieldMap Using NCalc for Integer Computation,"The PR introduces a new feature: a FieldCalculationMap that enables mathematical calculations on numeric fields using NCalc expressions during Azure DevOps work item migrations. This is a clear addition of new functionality rather than a fix, refactor, or other change type.",feat,10
3148815078,Update dimension format to new W3C object-based structure,"The PR introduces a new structured format for dimension tokens, aligning with a new W3C specification, which is a new feature enhancing the token format and tooling support. It is not a bug fix, refactor, or documentation-only change, but a feature addition with backward compatibility.",feat,9
3156991280,Document behavior of `pulumi whoami` for org tokens and team tokens,"The PR primarily adds documentation explaining the behavior of the `pulumi whoami` command with different token types, along with tests to verify this behavior. The main change is documentation enhancement, supported by tests, so the best fit is 'docs'.",docs,9
3157399266,Migrate Avatar and AvatarStack test files from Jest to Vitest,The PR involves migrating test files from one testing framework (Jest) to another (Vitest) without adding new features or fixing bugs. It is primarily a change related to tests and testing infrastructure.,test,9
3157537779,Enhance Dev Container documentation with comprehensive scenarios and examples,"The PR enhances existing documentation by adding comprehensive scenarios and examples without changing code functionality, which fits the 'docs' category.",docs,10
3157473209,Implement contextMenuHidden property for TextInput fabric architecture,"The PR introduces a new property 'contextMenuHidden' to the TextInput component in the fabric architecture, adding new functionality to suppress context menus. This is a new feature addition, not a bug fix or other change type.",feat,9
3157471409,Implement autoFocus property for TextInput in Fabric,"The PR adds a new feature by implementing the autoFocus property for TextInput in the Fabric implementation, which was not previously supported. It also includes tests to verify this new behavior.",feat,10
3157225263,Add Python script for generating interactive HTML articles with OpenRouter API,"The PR introduces a new Python script and related files that add a new feature for generating interactive HTML articles using the OpenRouter API. It includes new functionality, tests, and documentation, which aligns with a 'feat' type commit.",feat,10
3157537057,Optimize ACA deployment docs workflow and content structure,"The PR primarily restructures and improves documentation content and workflow without changing code functionality, which fits the 'docs' category.",docs,10
3157341086,Update variable names in azure.yml to match corresponding azure section fields,"The PR updates variable names and documentation for consistency without adding features or fixing bugs, which is a refactor type change.",refactor,9
3157539004,Add comprehensive Kubernetes/AKS deployment article,"The PR adds a new comprehensive article and updates documentation structure without changing code functionality, which classifies it as documentation changes.",docs,10
3157538304,Add extensibility article on how to write non-container custom resources,"The PR adds a new documentation article and supporting examples without changing code functionality, which fits the 'docs' category for documentation only changes.",docs,10
3157539817,"Add troubleshooting guidance for Azure DevOps pipeline ""azd init"" errors","The PR adds new troubleshooting documentation to help users resolve a specific error in Azure DevOps pipelines, which is a documentation enhancement rather than a code change or bug fix.",docs,10
3157555145,Add configurable zoom circle feature for slide presentations,"The PR introduces a new feature: a configurable zoom circle for slide presentations, including UI controls and customization settings, which clearly adds new functionality rather than fixing a bug or making other changes.",feat,10
3157550083,Add laser pointer feature for slide presentations,"The PR introduces a new feature: a laser pointer for slide presentations, including UI controls and visual effects, which is clearly a feature addition rather than a fix or other change type.",feat,10
3224735740,Convert cache storage from pickle to JSON format,"The PR changes the cache storage format from pickle to JSON, improving portability, readability, and security without adding new features or fixing bugs. It is primarily a refactor of the existing cache implementation and tests to use a different serialization format.",refactor,9
3224777239,Add letter spacing control to fix English letter spacing issue,"The PR introduces a new feature that allows users to control letter spacing in English text, addressing a specific spacing issue. This is a clear addition of functionality rather than a bug fix or other type of change.",feat,10
3157539448,Add Docker Compose migration guide,"The PR adds a new migration guide document and updates the table of contents to include it, which are documentation changes without code or feature modifications.",docs,10
3157520315,Add model factory tests and documentation for Azure.Template SecretBundle AZC0035 issue,"The PR adds new test cases and documentation to address an analyzer warning, providing a solution pattern and examples. It does not add a new feature or fix a bug in the product code itself, but rather adds tests and documentation to support the existing codebase and improve testing and understanding.",test,9
3224837842,Update README.md with comprehensive and accurate project documentation,"The changes are focused on updating and improving the README.md documentation with comprehensive project information, API endpoints, deployment instructions, and usage examples, without modifying any code or functionality.",docs,10
3224825503,Replace `patchelf` with `arwen` library for ELF manipulation,"The PR introduces a new implementation by replacing an external tool dependency with a native library, improving installation and performance without changing the public API. This constitutes a new feature rather than a bug fix or other change type.",feat,9
3203952731,Enhance readme.md with professional emoji for improved visual clarity,The changes are purely related to documentation by adding emojis to improve visual clarity without affecting code or functionality.,docs,10
3098219945,[WIP] CmdPal: Setting for opacity of list background,"The PR introduces a new feature allowing users to adjust the opacity of the list background in CmdPal, which is a clear enhancement to the existing functionality.",feat,9
3224798225,Migrate Python testing from deprecated nose to pytest,"The PR updates the testing framework from nose to pytest, which is a change in the testing infrastructure and dependencies, but does not add new features or fix bugs in the application code itself. It modernizes the test setup and fixes test syntax errors to be compatible with pytest, which is best categorized as a test-related change.",test,9
3098163287,Add pre-commit hook to run black,The PR adds a pre-commit hook configuration and related setup to enforce code formatting standards automatically before commits. This is a change to the build process and auxiliary tools rather than adding features or fixing bugs.,chore,9
3203960604,[WIP] Add LoRA support for lumina_minimal_inference.py,"The PR introduces a new feature by adding LoRA support to an existing script, including new command line arguments, loading logic, and interactive mode enhancements. This is a clear addition of functionality rather than a fix or other type of change.",feat,10
3098502727,[WIP] Support completions for GH resources,"The PR introduces a new feature that adds full completion support for GitHub MCP Server, including new completion handlers, custom server and transport, and integration tests. This clearly adds new functionality rather than fixing a bug or making other types of changes.",feat,10
3098590723,[WIP] Upgrade to Vue 3,"The PR introduces a major upgrade from Vue 2 to Vue 3 and replaces Vuex with Pinia, which is a significant new feature and architectural change in the frontend codebase.",feat,9
3079045834,Add support for GitHub Issue Closed event in webhook handler,"The PR adds a new feature by implementing support for the GitHub Issue Closed event in the webhook handler, enabling new workflows to be triggered based on this event.",feat,10
3098589362,[WIP] Implement LSP `textDocument/definition`,"The PR introduces a new feature implementing the LSP `textDocument/definition` endpoint, adding new functionality to the codebase.",feat,10
3098538159,[WIP] Prepare for June 2025 Core release,"The PR is preparing for a new release by analyzing changes, updating changelogs, and identifying packages that need releases. This is a chore related to release preparation and maintenance, not a feature, fix, or other code change.",chore,9
3098600331,Prepare for June 2025 Core release - Update CHANGELOGs,"The PR updates CHANGELOG files to prepare for a release by documenting bug fixes, enhancements, and build improvements. This is a chore related to release preparation and documentation, not adding new features or fixing bugs directly in the codebase.",chore,9
3098557531,Prepare CHANGELOGs for June 2025 Core release,"The PR updates changelog files and prepares release notes without adding features, fixing bugs, or changing code functionality. It is primarily a chore related to release process and documentation maintenance.",chore,9
3098599894,[WIP] Upgrade to Vue 3,"The PR upgrades the project from Vue 2 to Vue 3, including dependency updates and code changes to support the new version, which introduces new features and improvements. This is a new feature implementation rather than a bug fix or other change type.",feat,9
3079097818,[WIP] When using Bitbucket Read only tokens there's no indication that you can't make changes to tokens,"The changes fix a logical error in permission checking and prevent write operations for read-only tokens, which addresses a bug in the code's behavior.",fix,9
3079097099,[Python APIView] Display inherited instance variables,"The PR introduces a new feature that enhances the Python APIView by displaying inherited instance variables, improving the completeness of API documentation. This is a clear addition of functionality rather than a fix or other type of change.",feat,9
3079170931,Convert CRD validation webhook logic to CEL,"The PR introduces a new feature by implementing CEL validation for CRD webhook logic, adding new validation rules, and improving the validation mechanism with a declarative approach and fallback support.",feat,9
3079146299,Add BitmapContext extension methods for direct drawing operations,"The PR introduces new extension methods to the BitmapContext class, adding new drawing and fill operations, which are new features enhancing the existing functionality.",feat,9
3079103182,"[WIP] BitBucket: with multi-file sync, pulling tokens orders your sets in alphabetical order","The changes fix an issue with the order of token sets during multi-file sync in BitBucket by modifying the retrieval method to preserve the correct order, which is a bug fix.",fix,9
3079098379,[WIP] Typography Token Reference Mode Update Bug,The PR fixes a bug where typography tokens in reference mode were not updating composite style properties correctly due to an early return in the function. The fix modifies the function to handle string values properly and includes a test case to verify the fix.,fix,9
3079097124,[Python APIView] Fix ForwardRef being added to TypedDict,"The PR fixes a bug where ForwardRef was incorrectly included in TypedDict keys in the APIView output, improving the accuracy and readability of the API representation.",fix,9
3079297692,"[WIP] Strapi v5.0.5 - Persistent ""Invalid parameters: phone"" Error During Registration Despite Correct Configuration","The PR addresses a bug where the registration process incorrectly rejects a valid phone parameter, indicating a bug fix in validation logic.",fix,9
3079569825,[WIP] [Bug] List in remark is not rendered correctly,"The PR addresses a bug where lists in remarks are rendered incorrectly as code blocks and aims to fix this rendering issue in the Markdown pipeline, which is a bug fix.",fix,9
3079065464,Add support for GitHub Pull Request Comment Created event in webhook handler,"The PR introduces a new feature by adding support for a new GitHub event type (Pull Request Comment Created) in the webhook handler, enabling workflows to be triggered by comments on pull requests. This is a clear addition of functionality rather than a fix or other type of change.",feat,10
3079568440,[WIP] [Feature Request] Generate a llms txt for the website,"The PR introduces a new feature to generate a llms.txt file for the website, including new classes, configuration options, and documentation, which aligns with the 'feat' type.",feat,9
3079570774,Add support for displaying ExperimentalAttribute in API documentation,"The PR introduces a new feature that adds support for displaying ExperimentalAttribute information in the API documentation, enhancing the documentation output with new content.",feat,9
3079366285,[WIP] Remove `OutBHandlerWrapper` type,"The PR removes a type and updates related code to use a different type, fixing an issue (#495). This is a bug fix as it addresses a problem with the type usage and ensures functionality is maintained.",fix,9
3177358790,Verify Copilot is already in cla.yml allowlist,"The PR does not introduce any new code changes or features; it confirms that the requested change is already present and no modifications were necessary. This is an informational update without code changes, fitting best under 'other'.",other,9
3079578577,Add detailed documentation about member cluster leave process,"The PR primarily updates and enhances the documentation to explain the member cluster leave process in detail, without changing code functionality or fixing bugs.",docs,10
3079443782,Re-insert the node on refresh in BaseCachedBranchDataProvider,"The PR fixes a caching issue that caused stale references during the refresh operation, which is a bug fix in the code behavior.",fix,9
3177549523,Add support for lefthook as git hooks manager,"The PR introduces a new feature by adding support for lefthook as an alternative Git hooks manager, including new modules, CLI options, documentation, and tests, without fixing a bug or refactoring existing code.",feat,10
3177752082,Upgrade emitter and tsp version packages,"The PR updates dependencies to newer versions without adding features or fixing bugs directly in the codebase, which is a typical chore task related to maintenance and dependency management.",chore,9
3177553878,Add copilot* to CLA allowlist to cover all Copilot bot variants,"The change updates the CI workflow configuration to include a new pattern in the CLA allowlist, which is a modification to the CI configuration files.",ci,9
3177784078,Implement rule chaining support for @RuleName references and success events,"The PR introduces a new feature that enables rule chaining support with '@RuleName' references and success events, enhancing the rule execution flow and adding new capabilities.",feat,10
3177417172,Alphapoint: Remove exchange implementation,"The PR removes the entire Alphapoint exchange implementation and all related references from the codebase, which is a removal of existing functionality rather than adding new features or fixing bugs. This is best classified as a 'refactor' since it restructures the codebase by removing unused code without adding features or fixing bugs.",refactor,9
3177598538,Add integration test cases for OperationTemplates,"The PR adds comprehensive integration test cases for operation templates, which is clearly an addition of tests rather than a bug fix, feature, or other change type.",test,10
3212186764,Implement HTTPScanpathSaliencyMapModel for HTTP-based saliency map predictions,"The PR introduces a new class `HTTPScanpathSaliencyMapModel` that adds new functionality for HTTP-based saliency map predictions, which is a new feature rather than a bug fix or other change type.",feat,9
3212230718,[Backport][release-474-e] Parallelize Iceberg materialized view base table freshness retrieval,"The PR introduces parallelization to improve the performance of freshness retrieval for Iceberg materialized view base tables, which is a performance enhancement rather than a new feature or bug fix.",perf,9
3212273826,Invoke mockery via go tool in go generate annotations,"The PR updates the way a tool is invoked in go:generate annotations and manages the tool dependency in go.mod, which affects the build process and tooling setup rather than adding features or fixing bugs.",build,9
3212298491,Implement query execution feature for Kotlin scripts in web console,"The PR introduces a new feature that enables query execution for Kotlin scripts in the web console, adding new backend endpoints and frontend UI components to support this functionality.",feat,10
3079632972,Remove --prerelease switches from aspire CLI commands,"The PR removes a CLI option and changes default behavior in the internal API without fixing a bug or adding a new feature. It simplifies the interface and updates tests accordingly, which is a refactor of existing functionality.",refactor,9
3123359718,Quarantine flaky test CanOverrideLaunchProfileViaArgsAdHocBuilder,"The PR addresses a flaky test causing intermittent build failures by quarantining it, which is a fix to prevent CI failures and improve test reliability.",fix,9
3074689840,Add documentation for disablePageUnloadEvents to address jQuery 3.7.1 deprecation warnings,"The PR adds documentation to explain an existing configuration option to address deprecation warnings, without changing code functionality. This is a documentation-only change.",docs,10
3123449205,Document breaking change: GnuTarEntry and PaxTarEntry no longer includes atime and ctime by default,"The PR adds new documentation and updates existing documentation files to describe a breaking change, without modifying code functionality or adding features. This is a documentation-only change.",docs,10
3123117893,Upgrade stylelint to 16.20.0 and fix responsive-widths deprecation warning,"The PR upgrades a dependency (stylelint) and fixes a deprecation warning, which is a bug fix related to compatibility and correctness of the plugin's behavior.",fix,9
3123194825,Disentangle merging routines from library transforms,"The PR refactors the code by extracting merging logic into standalone functions to improve modularity, reusability, and maintainability without adding new features or fixing bugs. It reorganizes existing functionality for better separation of concerns.",refactor,9
3123400194,Quarantine flaky test AppBar_Change_Theme,"The PR addresses a flaky test by quarantining it to prevent CI failures, which is a fix to improve test reliability and stability.",fix,9
3123149058,Add Exception Stacks view when viewing a .nettrace with exceptions,"The PR introduces a new feature by adding an Exception Stacks view for .nettrace files, enabling users to see exception call stacks similarly to existing .etl file support. This is a clear addition of functionality rather than a fix or other change type.",feat,9
3123449966,Add DeepSeek AI as a new search engine option with API key management,"The PR introduces a new feature by adding DeepSeek AI as a new search engine option with API key management and UI integration, enhancing the existing functionality without fixing a bug or making other types of changes.",feat,10
3123500242,Rename .erb-linters folder to .erb_linters,The change involves renaming a directory and updating documentation references without altering functionality or fixing a bug. It is primarily a refactor to improve naming consistency and maintainability.,refactor,9
3123682272,Update stylelint and @primer/stylelint-config to latest versions,"The PR updates dependencies to newer versions and adjusts configuration to accommodate new linting rules, which is a change to the build system and external dependencies.",build,9
3123684653,LangGraph cross version test failure,"The changes fix import errors causing test failures by updating import paths to stable ones, thereby fixing a bug related to cross-version compatibility.",fix,9
3123563390,Quarantine flaky test WithHttpCommand_ResultsInExpectedResultForHttpMethod,"The PR addresses a flaky test by quarantining it to prevent CI failures, which is a fix to improve test stability and reliability, thus classified as a bug fix.",fix,9
3123805283,Update `.github/workflows/advice.yml` to trigger on ready-for-review event,"The change modifies the GitHub Actions workflow configuration to trigger on an additional event, which is a change to the CI configuration files and scripts.",ci,9
3123542432,Disable failing test WithHttpCommand_ResultsInExpectedResultForHttpMethod,"The PR disables a failing test by adding an attribute to mark it as an active issue, which is a change related to tests rather than a feature or bug fix in the codebase itself.",test,9
3230464261,[WIP] [DOC-FIX] Typos in `mlflow.evaluate` docs,"The PR fixes typos and clarifies documentation in the mlflow.evaluate docs, which is a documentation-only change without code modifications.",docs,10
3123770039,Update security.txt - 2025/06 Maintenance,"The PR updates the 'Expires' field in the security.txt file to maintain compliance with RFC 9116 standards, which is a maintenance enhancement rather than a bug fix or new feature. This aligns best with a 'chore' type as it involves upkeep and compliance without adding features or fixing bugs.",chore,9
3230537108,Add XML danmaku export converter to documentation site,"The PR introduces a new feature: an XML export converter tool for Danmaku Anywhere, including new functionality, UI components, and documentation. This is a clear addition of a new feature rather than a fix, refactor, or other change type.",feat,10
3230529031,feature(config): Multi-provider and multi-config file support,"The PR introduces new features such as multi-provider and multi-config file support, enhanced CLI parsing, and environment variable handling for multiple config files, which clearly adds new functionality rather than fixing bugs or making other changes.",feat,10
3230597543,Update Logback smoke test to use new assertion framework,"The PR updates test code to use a new assertion framework, improving readability and maintainability without adding new features or fixing bugs. This is a test-related improvement, so it fits best under 'test'.",test,9
3230595231,Add Debian Package (amd64) to rqlite Release Workflow,"The PR introduces a new feature by adding automated Debian package generation to the release workflow, enabling installation on Debian/Ubuntu systems with systemd integration and proper packaging.",feat,10
3230468422,[DOC-FIX] Fix typos in mlflow.evaluate documentation,"The changes are focused on correcting typos and improving the clarity of the documentation without modifying any code functionality, which classifies this as a documentation update.",docs,10
3230602148,Update Logback smoke tests to use new assertion framework,"The PR updates test code to use a new assertion framework, improving readability and maintainability of tests without adding new features or fixing bugs. This is a clear example of improving tests, so it is classified as 'test'.",test,9
3230555212,Redesign options page to eliminate nested navigation,"The PR redesigns the options page to improve navigation structure without adding new features or fixing bugs. It reorganizes existing UI elements and routes, which is a refactor of the codebase to improve maintainability and user experience without changing functionality.",refactor,9
3230548625,Update Logback smoke tests to use new assertion framework,"The PR updates test code to use a new assertion framework without changing test logic or adding features, which classifies as a test improvement.",test,9
3194127862,Add comprehensive .NET Analyzer Inventory documentation,"The PR adds detailed documentation about .NET analyzers, their rules, and recommendations for improvement, which is a documentation-only change without code modifications or bug fixes.",docs,10
3230603903,[WIP] openvmm_tests: onboard scsi to scsi relay tdx test,"The PR adds new tests to validate SCSI storage relay functionality, which corresponds to adding missing tests or correcting existing tests.",test,9
3194181334,Add tests for nested paging with XML-like structures,"The PR adds new test cases to verify nested paging functionality with XML-like structures, which is clearly an addition of tests rather than a feature or fix.",test,9
3194130560,Make copysign function differentiable,"The PR adds forward and backward derivatives to the copysign function, enabling its use in differentiable code, which is a new feature enhancing the functionality of the codebase.",feat,10
3194224457,[WIP] Flaky test in :agent:instrumentation:micrometer-1.0,"The PR addresses flaky tests by fixing resource leaks, adding proper cleanup, and adding timeouts to improve test stability, which constitutes a bug fix in the test suite.",fix,9
3230608495,Consolidate frontend CSS into single global style file for Smart Irrigation component,"The PR consolidates CSS styles into a single global style file without adding new features or fixing bugs. It improves maintainability and organization but does not change functionality or performance, fitting the 'refactor' category.",refactor,9
3194326319,[feature] Add SSL certificate validation configuration support,The PR introduces a new feature that adds SSL certificate validation configuration support with multiple configuration methods and updates documentation accordingly. It is clearly a feature addition rather than a bug fix or other change type.,feat,10
3230611789,Add detailed logging to zone debugging methods for DOM lookup troubleshooting,"The commit adds detailed logging statements to existing methods without changing their functionality, which is primarily for debugging and does not introduce new features or fix bugs. This aligns with a 'chore' type, as it improves the development process without affecting the product's behavior.",chore,9
3194331813,Upgrade halo2curves dependency to version 0.9.0,"The PR updates a dependency version and removes a patch section, which affects the build configuration and dependencies rather than adding features or fixing bugs. This is a build-related change.",build,9
3230614433,Apply consistent weather-note styling to mapping deletion error message,The change updates the styling of an existing error message to improve UI consistency without altering functionality or fixing a bug. This is a style change affecting only the presentation layer.,style,9
3194346865,[WIP] Generate SDK using copilot,"The PR introduces a new feature by generating a JavaScript SDK for Hardware Security Modules, which is a new capability added to the project.",feat,9
3105157105,Setup Architecture Documentation using arc42 and DocFX,"The PR introduces a comprehensive architecture documentation setup using arc42 and DocFX, which is a new feature addition to the project rather than a fix or other type of change.",feat,9
3104999581,Replace OpenAPI validation with exception handling in loadIfOpenAPISpecification,"The change replaces redundant validation logic with exception handling to improve error handling and code simplicity, which is a bug fix to handle edge cases more robustly.",fix,9
